name/season,injury,days
timo-hubers_21/22,Corona virus,7
timo-hubers_20/21,muscular problems,7
timo-hubers_20/21,Muscle injury,70
timo-hubers_20/21,Knee problems,38
timo-hubers_19/20,Corona virus,21
timo-hubers_19/20,Knee surgery,130
timo-hubers_19/20,Knee surgery,87
luca-kilian_23/24,Cruciate ligament injury,93
luca-kilian_23/24,Ill,8
luca-kilian_22/23,Torn muscle bundle,63
luca-kilian_22/23,Ankle injury,5
luca-kilian_20/21,Hamstring injury,49
luca-kilian_19/20,Thigh problems,38
luca-kilian_19/20,Corona virus,18
luca-kilian_19/20,Muscle injury,39
dominique-heintz_22/23,Back problems,65
dominique-heintz_22/23,muscular problems,42
dominique-heintz_21/22,Ankle problems,49
dominique-heintz_21/22,Inflammation in the ankle joint,11
dominique-heintz_21/22,minor knock,3
dominique-heintz_21/22,Corona virus,4
elias-bakatukanda_23/24,Ill,21
max-finkgrafe_23/24,Ankle problems,6
max-finkgrafe_22/23,unknown injury,63
max-finkgrafe_22/23,Bruised back,7
max-finkgrafe_21/22,infection,5
max-finkgrafe_21/22,strain,4
leart-pacarada_23/24,Tonsillitis,28
leart-pacarada_23/24,Fitness,30
leart-pacarada_23/24,Muscle injury,20
rasmus-carstensen_23/24,Elbow injury,3
rasmus-carstensen_20/21,Corona virus,17
benno-schmitz_23/24,muscular problems,17
benno-schmitz_22/23,Ill,4
benno-schmitz_22/23,Ankle injury,10
benno-schmitz_21/22,Hamstring injury,24
benno-schmitz_20/21,Ankle injury,21
eric-martel_23/24,Achilles tendon problems,19
eric-martel_22/23,Metacarpal fracture,3
dejan-ljubicic_23/24,Ill,28
dejan-ljubicic_23/24,Ill,4
dejan-ljubicic_23/24,Ill,14
dejan-ljubicic_23/24,Ankle injury,9
dejan-ljubicic_22/23,cold,6
dejan-ljubicic_22/23,Knee medial ligament tear,82
dejan-ljubicic_21/22,Ill,4
dejan-ljubicic_20/21,Knock,28
dejan-ljubicic_20/21,Torn ankle ligaments,60
dejan-ljubicic_19/20,Knock,25
dejan-ljubicic_19/20,Ill,4
dejan-ljubicic_19/20,Pubic bone irritation,49
jacob-christensen_23/24,Fitness,60
jacob-christensen_23/24,Knee injury,24
denis-huseinbasic_22/23,Ill,5
denis-huseinbasic_21/22,Ankle injury,15
florian-kainz_22/23,Ill,4
florian-kainz_21/22,Corona virus,11
florian-kainz_20/21,Knee surgery,203
florian-kainz_19/20,Heel injury,24
faride-alidou_23/24,Ill,6
faride-alidou_21/22,Foot injury,3
faride-alidou_21/22,Corona virus,6
justin-diehl_23/24,Fitness,32
justin-diehl_23/24,Torn muscle fiber,27
justin-diehl_23/24,Ill,12
jan-thielmann_23/24,Fitness,29
jan-thielmann_22/23,Knee injury,109
jan-thielmann_22/23,Muscle injury,37
jan-thielmann_22/23,Muscle injury,17
jan-thielmann_22/23,Virus,32
jan-thielmann_21/22,Ligament injury,80
jan-thielmann_21/22,Ill,14
jan-thielmann_21/22,Ill,18
jan-thielmann_20/21,Muscle injury,32
jan-thielmann_19/20,Thigh problems,4
linton-maina_23/24,Ill,4
linton-maina_23/24,Back problems,10
linton-maina_23/24,Fitness,3
linton-maina_23/24,Back problems,51
linton-maina_20/21,Meniscus injury,87
linton-maina_20/21,Knee problems,28
linton-maina_20/21,bruise,25
linton-maina_19/20,Quarantine,14
linton-maina_19/20,Hip flexor problems,32
linton-maina_19/20,Adductor pain,81
davie-selke_23/24,Metatarsal fracture,84
davie-selke_23/24,Fitness,22
davie-selke_23/24,Foot injury,31
davie-selke_23/24,strain,10
davie-selke_22/23,cold,5
davie-selke_22/23,cold,3
davie-selke_22/23,infection,10
davie-selke_21/22,Thigh problems,32
davie-selke_21/22,concussion,7
davie-selke_21/22,Corona virus,7
davie-selke_21/22,Rib fracture,21
davie-selke_21/22,concussion,7
davie-selke_20/21,Thigh problems,10
davie-selke_20/21,Thigh problems,18
davie-selke_20/21,Groin problems,25
luca-waldschmidt_23/24,Calf injury,6
luca-waldschmidt_23/24,Fitness,25
luca-waldschmidt_23/24,Broken fibula,47
luca-waldschmidt_23/24,Ill,11
luca-waldschmidt_21/22,Ankle problems,101
luca-waldschmidt_21/22,Thigh problems,28
luca-waldschmidt_21/22,Head injury,6
luca-waldschmidt_20/21,Ill,5
luca-waldschmidt_20/21,Foot injury,13
luca-waldschmidt_20/21,Corona virus,9
luca-waldschmidt_19/20,Adductor pain,7
luca-waldschmidt_19/20,cold,4
luca-waldschmidt_19/20,Knee injury,47
luca-waldschmidt_19/20,Foot injury,9
steffen-tigges_23/24,Fitness,12
steffen-tigges_22/23,Shoulder injury,85
steffen-tigges_21/22,Dislocation fracture of the ankle joint,112
steffen-tigges_21/22,Muscle injury,38
mark-uth_23/24,Ill,9
mark-uth_23/24,Fitness,17
mark-uth_23/24,Knee injury,85
mark-uth_23/24,Fitness,18
mark-uth_23/24,muscle stiffness,33
mark-uth_23/24,Fitness,13
mark-uth_22/23,Inflammation of pubic bone,197
mark-uth_22/23,Pubic bone irritation,45
mark-uth_22/23,Ill,0
mark-uth_22/23,surgery,38
mark-uth_22/23,Adductor pain,21
mark-uth_21/22,Corona virus,7
mark-uth_21/22,cold,14
mark-uth_20/21,Quarantine,3
mark-uth_20/21,Toe injury,11
damion-downs_23/24,Fitness,4
damion-downs_23/24,concussion,9
damion-downs_22/23,Meniscus injury,88
florian-dietz_23/24,Fitness,47
florian-dietz_23/24,Shoulder injury,4
florian-dietz_23/24,Fitness,93
florian-dietz_22/23,Fitness,72
florian-dietz_22/23,Cruciate ligament tear,169
florian-dietz_22/23,minor knock,4
florian-dietz_21/22,Shoulder injury,171
florian-dietz_20/21,Cruciate ligament tear,241
sargis-adamyan_23/24,Fitness,11
sargis-adamyan_23/24,Muscle injury,19
sargis-adamyan_22/23,unknown injury,36
sargis-adamyan_21/22,Torn muscle fiber,17
sargis-adamyan_20/21,Muscle injury,13
sargis-adamyan_20/21,Fitness,14
sargis-adamyan_20/21,Corona virus,15
sargis-adamyan_20/21,Quarantine,5
sargis-adamyan_19/20,Fitness,99
sargis-adamyan_19/20,Ankle surgery,53
sargis-adamyan_19/20,Ankle problems,9
sargis-adamyan_19/20,Hamstring injury,16
sargis-adamyan_19/20,Hamstring strain,14
sargis-adamyan_19/20,Calf problems,13
manuel-riemann_23/24,muscular problems,19
manuel-riemann_21/22,cold,4
manuel-riemann_21/22,Corona virus,7
manuel-riemann_21/22,Rest,4
manuel-riemann_20/21,Metacarpal fracture,88
manuel-riemann_19/20,Knee problems,67
niclas-thiede_23/24,Fitness,3
niclas-thiede_23/24,Broken finger,55
niclas-thiede_23/24,muscular problems,11
niclas-thiede_22/23,Syndesmotic ligament tear,133
niclas-thiede_22/23,Calf injury,8
niclas-thiede_21/22,Muscle injury,42
andreas-luthe_23/24,unknown injury,7
andreas-luthe_22/23,Wrist injury,6
andreas-luthe_22/23,cold,4
andreas-luthe_21/22,muscular problems,22
andreas-luthe_21/22,Corona virus,5
andreas-luthe_20/21,Knee problems,8
andreas-luthe_20/21,Fitness,3
andreas-luthe_19/20,unknown injury,18
michael-esser_23/24,Knee injury,267
michael-esser_22/23,Stomach flu,4
michael-esser_22/23,Muscle injury,14
michael-esser_22/23,minor knock,10
michael-esser_21/22,Corona virus,7
michael-esser_21/22,Knee injury,11
michael-esser_20/21,Hip problems,18
michael-esser_20/21,Quarantine,11
michael-esser_19/20,concussion,14
erhan-masovic_22/23,Adductor pain,17
erhan-masovic_21/22,minor knock,4
erhan-masovic_21/22,Corona virus,7
bernardo_22/23,Hamstring injury,13
bernardo_21/22,Knee surgery,95
bernardo_21/22,Pelvic injury,10
bernardo_21/22,Knee problems,5
bernardo_21/22,Adductor pain,16
bernardo_20/21,Torn lateral knee ligament,43
bernardo_19/20,Knee surgery,93
keven-schlotterbeck_23/24,muscular problems,14
keven-schlotterbeck_22/23,flesh wound,13
keven-schlotterbeck_21/22,Corona virus,6
keven-schlotterbeck_21/22,Stomach flu,7
keven-schlotterbeck_20/21,muscular problems,12
keven-schlotterbeck_19/20,Ill,5
keven-schlotterbeck_19/20,Ill,5
keven-schlotterbeck_19/20,Ligament injury,45
tim-oermann_23/24,Hamstring injury,30
tim-oermann_23/24,Adductor injury,17
tim-oermann_23/24,unknown injury,8
tim-oermann_23/24,muscular problems,14
tim-oermann_23/24,Muscle injury,25
ivan-ordets_23/24,Hamstring injury,79
ivan-ordets_22/23,Ill,7
ivan-ordets_22/23,cold,3
ivan-ordets_22/23,cold,3
noah-loosli_22/23,Ill,6
noah-loosli_20/21,unknown injury,3
noah-loosli_20/21,unknown injury,4
noah-loosli_19/20,Knee injury,47
mohammed-tolba_23/24,Cruciate ligament tear,117
mohammed-tolba_23/24,Fitness,38
mohammed-tolba_22/23,Cruciate ligament tear,216
maximilian-wittek_21/22,Shoulder injury,70
maximilian-wittek_21/22,Knee injury,10
maximilian-wittek_19/20,Forearm fracture,65
maximilian-wittek_19/20,Hip problems,5
danilo-soares_23/24,muscular problems,5
danilo-soares_23/24,Knee problems,386
danilo-soares_22/23,Ill,7
danilo-soares_22/23,Hip problems,56
danilo-soares_21/22,Hip problems,10
danilo-soares_21/22,Corona virus,7
moritz-romling_23/24,Back problems,30
moritz-romling_22/23,strain,16
moritz-romling_22/23,infection,6
moritz-romling_22/23,influenza,6
moritz-romling_22/23,Adductor pain,8
moritz-romling_22/23,Outer ligament tear,42
moritz-romling_20/21,Bruise on the ankle joint,11
felix-passlack_21/22,Muscle injury,28
felix-passlack_20/21,minor knock,7
cristian-gamboa_22/23,Knee medial ligament tear,64
cristian-gamboa_21/22,Corona virus,13
cristian-gamboa_21/22,Arm injury,43
cristian-gamboa_20/21,Knock,8
cristian-gamboa_20/21,Abdominal muscle strain,16
cristian-gamboa_20/21,Hip problems,9
cristian-gamboa_19/20,muscular problems,27
anthony-losilla_23/24,Ill,5
anthony-losilla_21/22,Corona virus,7
patrick-osterhage_23/24,Calf injury,25
patrick-osterhage_22/23,Muscle injury,55
patrick-osterhage_22/23,Muscle injury,11
patrick-osterhage_21/22,cold,4
patrick-osterhage_21/22,Corona virus,10
patrick-osterhage_22/23,Muscle injury,18
patrick-osterhage_22/23,muscular problems,4
patrick-osterhage_20/21,Knee injury,130
patrick-osterhage_19/20,Inflammation in the knee,560
matus-bero_23/24,Knee problems,17
matus-bero_23/24,Inner knee ligament tear,61
matus-bero_23/24,muscular problems,8
matus-bero_22/23,Ill,4
matus-bero_21/22,Ill,7
matus-bero_21/22,unknown injury,8
matus-bero_21/22,unknown injury,6
matus-bero_20/21,Knee injury,9
matus-bero_20/21,Knee injury,28
matus-bero_19/20,Hamstring injury,62
matus-bero_19/20,concussion,8
kevin-stoger_23/24,Ill,5
kevin-stoger_22/23,cold,2
kevin-stoger_22/23,Corona virus,7
kevin-stoger_19/20,Cruciate ligament tear,231
philipp-forster_23/24,Hip flexor problems,10
philipp-forster_23/24,Stomach flu,9
philipp-forster_23/24,Fitness,17
philipp-forster_23/24,Broken finger,5
philipp-forster_23/24,Achilles tendon problems,15
philipp-forster_21/22,stomach problems,50
philipp-forster_21/22,Fitness,7
philipp-forster_21/22,Corona virus,7
philipp-forster_21/22,cold,7
philipp-forster_21/22,infection,28
philipp-forster_20/21,muscular problems,4
philipp-forster_20/21,Fitness,18
philipp-forster_20/21,Leg injury,35
philipp-forster_19/20,Tonsillitis,7
lukas-daschner_21/22,unknown injury,5
lukas-daschner_21/22,Knee injury,163
moritz-broni-kwarteng_23/24,Inner knee ligament tear,119
moritz-broni-kwarteng_23/24,Pubic bone irritation,91
moritz-broni-kwarteng_22/23,Knee problems,34
moritz-broni-kwarteng_22/23,stomach problems,2
moritz-broni-kwarteng_22/23,Adductor pain,14
moritz-broni-kwarteng_22/23,Fitness,20
christopher-antwi-adjei_23/24,Ill,6
christopher-antwi-adjei_23/24,muscular problems,34
christopher-antwi-adjei_23/24,muscular problems,7
christopher-antwi-adjei_21/22,cold,3
christopher-antwi-adjei_21/22,Adductor pain,7
christopher-antwi-adjei_21/22,muscular problems,5
takuma-asano_22/23,Inner knee ligament tear,63
takuma-asano_21/22,Quarantine,21
takuma-asano_21/22,Torn muscle fiber in the adductor area,32
moritz-broschinski_22/23,Tonsillitis,10
moritz-broschinski_21/22,Hip flexor problems,79
moritz-broschinski_20/21,Torn muscle bundle,239
moritz-broschinski_20/21,Broken foot,100
philipp-hofmann_20/21,Inner ligament injury,3
goncalo-paciencia_23/24,Calf problems,28
goncalo-paciencia_21/22,strain,7
goncalo-paciencia_21/22,Corona virus,5
goncalo-paciencia_21/22,Muscle injury,30
goncalo-paciencia_20/21,Knee injury,128
goncalo-paciencia_19/20,Fitness,10
goncalo-paciencia_19/20,Muscle injury,38
goncalo-paciencia_19/20,Quarantine,14
goncalo-paciencia_19/20,muscular problems,4
benedikt-gimber_22/23,Shoulder injury,92
benedikt-gimber_20/21,Calf problems,28
benedikt-gimber_20/21,Calf problems,31
benedikt-gimber_20/21,bruise,31
benedikt-gimber_19/20,Broken cheekbone,15
tim-siersleben_22/23,Foot injury,6
tim-siersleben_21/22,Torn ankle ligaments,41
thomas-keller_23/24,Cruciate ligament tear,198
thomas-keller_21/22,Ankle injury,16
thomas-keller_19/20,Ankle ligament tear,17
thomas-keller_19/20,Ill,2
norman-theuerkauf_22/23,Calf injury,27
norman-theuerkauf_22/23,Ill,7
omar-traore_22/23,Hip problems,7
omar-traore_21/22,Quarantine,10
omar-traore_21/22,Adductor pain,7
omar-traore_20/21,Quarantine,2
omar-traore_20/21,Syndesmotic ligament tear,90
marnon-busch_23/24,Knee injury,29
marnon-busch_23/24,Torn muscle fiber,26
marnon-busch_20/21,strain,32
lennard-maloney_23/24,strain,35
lennard-maloney_20/21,Broken foot,51
lennard-maloney_19/20,Knee injury,10
jan-schoppner_22/23,Ankle injury,51
kevin-sessa_23/24,Adductor pain,7
kevin-sessa_22/23,unknown injury,10
kevin-sessa_21/22,unknown injury,11
kevin-sessa_21/22,Torn thigh muscle,44
adrian-beck_22/23,Achilles tendon surgery,165
adrian-beck_21/22,Corona virus,8
adrian-beck_21/22,Ruptured eardrum,12
adrian-beck_19/20,Ill,5
denis-thomalla_21/22,Bruised ribs,43
denis-thomalla_21/22,Achilles tendon problems,28
denis-thomalla_19/20,Hip injury,97
jan-niklas-beste_23/24,Adductor pain,9
jan-niklas-beste_23/24,muscular problems,7
jan-niklas-beste_23/24,Ill,5
jan-niklas-beste_21/22,Torn muscle fiber,20
jan-niklas-beste_20/21,Hip problems,19
jan-niklas-beste_20/21,Torn muscle fiber,29
jan-niklas-beste_20/21,Hamstring injury,29
jan-niklas-beste_20/21,Ligament injury,26
jan-niklas-beste_19/20,Knee surgery,218
jan-niklas-beste_19/20,Knee injury,21
jan-niklas-beste_19/20,Knee injury,18
jan-niklas-beste_19/20,unknown injury,7
eren-dinkci_22/23,Foot injury,9
eren-dinkci_22/23,Ill,3
eren-dinkci_22/23,muscular problems,10
eren-dinkci_22/23,Fitness,14
eren-dinkci_22/23,muscular problems,14
eren-dinkci_22/23,muscular problems,21
eren-dinkci_21/22,Corona virus,17
eren-dinkci_21/22,muscular problems,7
eren-dinkci_21/22,muscular problems,21
tim-kleindienst_22/23,Ill,5
tim-kleindienst_21/22,Ankle injury,54
tim-kleindienst_20/21,Knee surgery,28
marvin-pieringer_23/24,flesh wound,17
marvin-pieringer_22/23,Leg injury,56
marvin-pieringer_21/22,Corona virus,9
marvin-pieringer_21/22,Broken cheekbone,35
christian-kuhlwetter_19/20,Tonsillitis,5
elidon-qenaj_23/24,Knee injury,275
elidon-qenaj_23/24,Fitness,47
elidon-qenaj_22/23,Knee injury,261
elidon-qenaj_20/21,Torn ligaments,48
marcel-schuhen_22/23,Hamstring injury,52
marcel-schuhen_20/21,Calf injury,10
marcel-schuhen_19/20,Broken arm,65
alexander-brunst_19/20,Appendectomy,44
morten-behrens_19/20,Shoulder injury,7
christoph-klarer_21/22,Corona virus,6
matej-maglica_23/24,Calf problems,17
matej-maglica_23/24,Adductor pain,6
matej-maglica_22/23,unknown injury,7
matej-maglica_21/22,unknown injury,28
matej-maglica_20/21,Torn lateral ankle ligament,40
matej-maglica_19/20,Ankle injury,7
clemens-riedel_23/24,Ankle problems,22
clemens-riedel_23/24,Broken ankle,49
clemens-riedel_22/23,Torn lateral ankle ligament,30
christoph-zimmermann_23/24,Ankle injury,37
christoph-zimmermann_23/24,Back problems,26
christoph-zimmermann_20/21,Muscle injury,11
christoph-zimmermann_20/21,Calf injury,22
christoph-zimmermann_19/20,Muscle strain,29
christoph-zimmermann_19/20,Hamstring injury,19
christoph-zimmermann_19/20,Ankle injury,82
christoph-zimmermann_19/20,Knee surgery,47
jannik-muller_22/23,Torn muscle bundle,88
jannik-muller_22/23,Torn muscle fiber,13
jannik-muller_19/20,Groin injury,55
thomas-isherwood_22/23,Torn muscle bundle,46
thomas-isherwood_20/21,Fitness,29
thomas-isherwood_20/21,Syndesmotic ligament tear,44
emir-karic_22/23,Ill,5
emir-karic_22/23,Appendectomy,24
emir-karic_21/22,Corona virus,19
emir-karic_19/20,muscular problems,24
emir-karic_19/20,Ankle problems,12
fabian-holland_23/24,Cruciate ligament tear,33
fabian-holland_22/23,inflammation,22
fabian-holland_20/21,concussion,15
fabian-holland_20/21,Corona virus,19
matthias-bader_23/24,muscular problems,11
matthias-bader_22/23,surgery,26
matthias-bader_21/22,Fitness,5
matthias-bader_20/21,bruise,35
matthias-bader_20/21,Hamstring strain,15
bartol-franjic_23/24,Thigh problems,2
bartol-franjic_23/24,infection,3
bartol-franjic_22/23,Calf problems,79
bartol-franjic_22/23,Thigh problems,4
andreas-muller_22/23,Syndesmotic ligament tear,183
klaus-gjasula_23/24,Pelvic contusion,14
klaus-gjasula_22/23,muscular problems,19
klaus-gjasula_22/23,Adductor pain,32
klaus-gjasula_22/23,Torn muscle bundle,111
klaus-gjasula_21/22,Corona virus,23
klaus-gjasula_20/21,Knee medial ligament tear,68
klaus-gjasula_19/20,Knee injury,8
fabian-nurnberger_23/24,Shoulder injury,6
fabian-nurnberger_23/24,Ankle problems,48
fabian-nurnberger_23/24,Ankle injury,42
fabian-nurnberger_22/23,Torn muscle fiber,18
fabian-nurnberger_22/23,Elbow injury,37
fabian-nurnberger_19/20,Muscle injury,14
fabian-nurnberger_19/20,Corona virus,17
fabian-schnellhardt_22/23,Torn lateral knee ligament,66
fabian-schnellhardt_21/22,Torn muscle bundle,32
fabian-schnellhardt_21/22,Torn muscle bundle,77
fabian-schnellhardt_20/21,Hip flexor problems,6
fabian-schnellhardt_19/20,Torn muscle fiber,36
tobias-kempe_23/24,muscular problems,11
tobias-kempe_22/23,Internal ligament tear,46
tobias-kempe_21/22,Corona virus,14
tobias-kempe_20/21,Calf strain,8
tobias-kempe_19/20,Ill,5
marvin-mehlem_23/24,Broken fibula,67
marvin-mehlem_23/24,Broken fibula,54
marvin-mehlem_20/21,Knee surgery,161
julian-justvan_23/24,influenza,3
julian-justvan_23/24,Adductor pain,15
julian-justvan_20/21,Torn muscle fiber,32
gerrit-holtmann_23/24,Back problems,2
gerrit-holtmann_23/24,unknown injury,20
gerrit-holtmann_23/24,unknown injury,3
gerrit-holtmann_23/24,unknown injury,17
gerrit-holtmann_22/23,Meniscus injury,21
gerrit-holtmann_22/23,Ill,3
gerrit-holtmann_22/23,Groin problems,3
gerrit-holtmann_22/23,Knee problems,7
gerrit-holtmann_21/22,muscular problems,4
gerrit-holtmann_21/22,Corona virus,14
gerrit-holtmann_21/22,cold,4
gerrit-holtmann_21/22,influenza,4
gerrit-holtmann_21/22,Groin surgery,14
mathias-honsak_23/24,Calf injury,25
mathias-honsak_23/24,Ill,20
mathias-honsak_22/23,muscular problems,19
mathias-honsak_22/23,Back problems,88
mathias-honsak_22/23,Bone edema,59
mathias-honsak_21/22,Bone edema,27
mathias-honsak_21/22,Corona virus,14
mathias-honsak_19/20,Torn muscle fiber,37
mathias-honsak_19/20,Ankle injury,9
tim-skarke_22/23,flesh wound,16
tim-skarke_22/23,Foot bruise,41
tim-skarke_21/22,Adductor injury,112
tim-skarke_21/22,Corona virus,8
tim-skarke_20/21,Adductor pain,6
braydon-manu_23/24,Torn muscle fiber,36
braydon-manu_23/24,Ankle injury,109
braydon-manu_23/24,Tonsillitis,47
braydon-manu_22/23,muscular problems,21
braydon-manu_21/22,Torn muscle fiber,14
braydon-manu_20/21,Torn muscle fiber,22
braydon-manu_19/20,Bone edema,83
braydon-manu_19/20,Capsule rupture,63
oscar-vilhelmsson_23/24,Ill,17
oscar-vilhelmsson_22/23,Torn muscle fiber in the adductor area,97
oscar-vilhelmsson_22/23,Groin problems,26
oscar-vilhelmsson_22/23,muscular problems,52
oscar-vilhelmsson_22/23,Capsular injury,40
oscar-vilhelmsson_22/23,Torn ankle ligaments,16
fraser-hornby_23/24,Ankle injury,220
fraser-hornby_23/24,muscular problems,10
fraser-hornby_22/23,Hamstring injury,7
fraser-hornby_22/23,Shoulder injury,54
fraser-hornby_22/23,Knee injury,6
fraser-hornby_22/23,Knee injury,14
fraser-hornby_20/21,Torn thigh muscle,44
fraser-hornby_20/21,Foot injury,15
fraser-hornby_20/21,Ill,21
fraser-hornby_20/21,Virus,20
fraser-hornby_20/21,Ankle injury,16
fraser-hornby_19/20,ankle sprain,5
luca-pfeiffer_23/24,Metatarsal fracture,3
luca-pfeiffer_22/23,infection,7
luca-pfeiffer_21/22,flesh wound,28
sebastian-polter_23/24,Inguinal hernia,51
sebastian-polter_23/24,Ill,5
sebastian-polter_23/24,Foot injury,12
sebastian-polter_22/23,Cruciate ligament injury,98
sebastian-polter_22/23,Hamstring injury,3
aaron-seydel_23/24,infection,4
aaron-seydel_23/24,muscular problems,59
aaron-seydel_22/23,Torn muscle fiber,39
aaron-seydel_22/23,Tendon tear,46
aaron-seydel_22/23,Muscle injury,74
aaron-seydel_22/23,meningitis,30
aaron-seydel_21/22,Fitness,26
aaron-seydel_20/21,Achilles tendon surgery,181
aaron-seydel_20/21,Fitness,27
aaron-seydel_20/21,Shoulder injury,30
aaron-seydel_19/20,muscular problems,11
aaron-seydel_19/20,Fitness,183
fabio-torsiello_23/24,Hamstring injury,79
manuel-neuer_23/24,Torn muscle fiber,19
manuel-neuer_23/24,Fitness,7
manuel-neuer_22/23,Lower leg fracture,311
manuel-neuer_22/23,Shoulder joint contusion,24
manuel-neuer_22/23,Corona virus,7
manuel-neuer_21/22,Knee surgery,32
manuel-neuer_21/22,Corona virus,14
manuel-neuer_21/22,Capsular injury,3
yann-sommer_23/24,Ankle sprain,9
yann-sommer_23/24,Fever,5
yann-sommer_22/23,cold,3
yann-sommer_22/23,Torn ankle ligaments,25
yann-sommer_21/22,Corona virus,7
yann-sommer_20/21,Adductor pain,4
sven-ulreich_23/24,Ill,3
sven-ulreich_23/24,Capsular injury,4
sven-ulreich_23/24,infection,3
sven-ulreich_21/22,Back problems,5
sven-ulreich_21/22,Inner knee ligament tear,41
johannes-schenk_21/22,Hand injury,129
matthijs-de-ligt_23/24,Inner ligament injury,9
matthijs-de-ligt_23/24,Inner knee ligament tear,42
matthijs-de-ligt_23/24,Knock,22
matthijs-de-ligt_23/24,Calf injury,7
matthijs-de-ligt_22/23,Virus,2
matthijs-de-ligt_22/23,Inner ligament stretch of the knee,10
matthijs-de-ligt_22/23,Adductor pain,3
matthijs-de-ligt_21/22,Adductor pain,7
matthijs-de-ligt_20/21,Groin problems,14
matthijs-de-ligt_20/21,Muscle fatigue,10
matthijs-de-ligt_20/21,Corona virus,18
matthijs-de-ligt_20/21,Shoulder injury,101
matthijs-de-ligt_19/20,Rest,7
matthijs-de-ligt_19/20,Shoulder injury,11
matthijs-de-ligt_19/20,Ankle sprain,7
dayot-upamecano_23/24,Torn muscle fiber,13
dayot-upamecano_23/24,Hamstring injury,24
dayot-upamecano_23/24,Adductor pain,4
dayot-upamecano_22/23,Torn muscle fiber,11
dayot-upamecano_22/23,Toe injury,4
dayot-upamecano_21/22,Corona virus,7
dayot-upamecano_21/22,Hamstring injury,11
dayot-upamecano_20/21,Muscle injury,13
dayot-upamecano_20/21,Torn muscle fiber,13
dayot-upamecano_19/20,Fitness,19
dayot-upamecano_19/20,Knee injury,25
benjamin-pavard_23/24,Patellar tendon dislocation,41
benjamin-pavard_23/24,Ill,7
benjamin-pavard_21/22,Corona virus,7
benjamin-pavard_21/22,Ankle injury,27
benjamin-pavard_20/21,Corona virus,20
benjamin-pavard_20/21,bruise,7
benjamin-pavard_20/21,Ligament injury,21
josip-stanisic_23/24,Ill,2
josip-stanisic_22/23,Torn muscle fiber in the adductor area,14
josip-stanisic_22/23,Tonsillitis,7
josip-stanisic_21/22,Torn muscle bundle,53
josip-stanisic_21/22,Corona virus,10
josip-stanisic_20/21,concussion,7
josip-stanisic_19/20,Knee injury,119
josip-stanisic_19/20,Muscle injury,46
josip-stanisic_19/20,Muscle injury,21
tanguy-nianzou_23/24,Hamstring injury,26
tanguy-nianzou_23/24,Hamstring injury,29
tanguy-nianzou_23/24,Hamstring injury,62
tanguy-nianzou_22/23,Hamstring injury,31
tanguy-nianzou_22/23,sprain,15
tanguy-nianzou_21/22,Corona virus,8
tanguy-nianzou_21/22,Shoulder injury,6
tanguy-nianzou_20/21,Fitness,47
tanguy-nianzou_20/21,Torn muscle bundle,51
tanguy-nianzou_20/21,Hamstring injury,60
daley-blind_20/21,Syndesmotic ligament tear,67
daley-blind_20/21,Knee injury,12
daley-blind_20/21,Ill,2
daley-blind_20/21,heart problems,14
daley-blind_19/20,heart problems,55
justin-janitzek_23/24,muscular problems,70
justin-janitzek_22/23,Muscle injury,31
liam-morrison_22/23,Ligament injury,92
liam-morrison_21/22,unknown injury,21
gabriel-marusic_23/24,Cruciate ligament tear,322
gabriel-marusic_22/23,Cruciate ligament tear,85
gabriel-marusic_21/22,Ligament injury,165
gabriel-marusic_19/20,Fitness,91
alphonso-davies_23/24,Internal ligament strain,21
alphonso-davies_22/23,Torn muscle bundle,49
alphonso-davies_22/23,Torn muscle fiber,11
alphonso-davies_22/23,Head injury,3
alphonso-davies_22/23,muscular problems,4
alphonso-davies_21/22,heart problems,84
alphonso-davies_21/22,Corona virus,10
alphonso-davies_21/22,Thigh problems,7
alphonso-davies_21/22,Knee problems,3
alphonso-davies_21/22,Ankle injury,35
alphonso-davies_20/21,Torn ankle ligaments,46
lucas-hernandez_23/24,Cruciate ligament tear,214
lucas-hernandez_22/23,Cruciate ligament tear,219
lucas-hernandez_22/23,Torn muscle bundle,47
lucas-hernandez_21/22,muscular problems,4
lucas-hernandez_21/22,muscular problems,7
lucas-hernandez_21/22,Thigh problems,4
lucas-hernandez_21/22,Corona virus,14
lucas-hernandez_21/22,Meniscus tear,63
lucas-hernandez_20/21,Bruised ribs,4
lucas-hernandez_20/21,Thigh problems,4
lucas-hernandez_19/20,Tendon irritation,3
lucas-hernandez_19/20,Fitness,14
lucas-hernandez_19/20,Inner ankle ligament tear,88
lucas-hernandez_19/20,Knee bruise,10
joshua-kimmich_23/24,Shoulder injury,13
joshua-kimmich_23/24,Ill,7
joshua-kimmich_23/24,Ill,6
joshua-kimmich_23/24,muscular problems,2
joshua-kimmich_22/23,Corona virus,5
joshua-kimmich_21/22,Fitness,25
joshua-kimmich_21/22,Corona virus,17
joshua-kimmich_21/22,Quarantine,14
joshua-kimmich_20/21,influenza,4
joshua-kimmich_20/21,Meniscus damage,46
joao-cancelo_23/24,heart problems,8
joao-cancelo_23/24,Knee injury,18
joao-cancelo_20/21,Corona virus,33
joao-cancelo_20/21,Foot injury,16
noussair-mazraoui_23/24,Torn muscle fiber,28
noussair-mazraoui_23/24,Fitness,10
noussair-mazraoui_23/24,Torn muscle bundle,47
noussair-mazraoui_23/24,Ill,3
